Filename: daily-smap-ORNL-DAAC-XXXXXX
Data_Set_Name: Daily soil moisture and ancillary datasets
Location: 35.0457, -112.7184
Citation: ORNL DAAC. 2017. Soil Moisture Visualizer. ORNL DAAC, Oak Ridge, Tennessee, USA. http://dx.doi.org/10.3334/ORNLDAAC/1366


time,SoilSCAPE_surface,SoilSCAPE_rootzone,AirMOSS_L2_3_surface,AirMOSS_L2_3_rootzone,AirMOSS_L4_rootzone,SMAP_surface,SMAP_rootzone,NEE_mean,GPP_mean,prcp,tmax,tmin,ET,LST_Day,LST_Night,EVI,AirMOSS_in-ground_surface,AirMOSS_in-ground_rootzone,COSMOS_surface,COSMOS_rootzone,CRN_surface,CRN_rootzone,SCAN_surface,SCAN_rootzone,SNOTEL_surface,SNOTEL_rootzone,GRACE_surface_pctl,GRACE_rootzone_pctl
2015-03-31,,,,,,14.49,16.14,-0.225,1.69,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,,,14.31,16.01,-0.122,1.471,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,,13.8,15.72,-0.24,1.507,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,,,13.49,15.34,0.003,0.962,,,,,,,,,,,,,,,,,,,
2015-04-04,,,,,,13.27,15.22,-0.129,1.22,,,,,,,,,,,,,,,,,,,
2015-04-05,,,,,,13.1,15.11,-0.26,1.401,,,,,,,,,,,,,,,,,,,
2015-04-06,,,,,,13.27,15.06,-0.153,1.163,,,,,,,,,,,,,,,,,,24.54,23.54
2015-04-07,,,,,,13.0,14.95,-0.012,0.826,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,,,12.8,14.71,-0.161,0.964,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,,,12.72,14.51,-0.076,0.841,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,,,12.56,14.48,-0.118,1.042,,,,,,,,,,,,,,,,,,,
2015-04-11,,,,,,12.87,14.47,-0.202,1.348,,,,,,,,,,,,,,,,,,,
2015-04-12,,,,,,12.47,14.44,-0.14,1.321,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,,12.44,14.4,-0.073,1.347,,,,,,,,,,,,,,,,,,12.57,12.92
2015-04-14,,,,,,12.8,14.44,-0.064,1.349,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,,,12.16,14.35,-0.017,0.956,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,,,12.15,14.21,-0.048,0.729,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,,,12.52,14.13,-0.155,0.973,,,,,,,,,,,,,,,,,,,
2015-04-18,,,,,,12.47,14.12,-0.206,1.238,,,,,,,,,,,,,,,,,,,
2015-04-19,,,,,,12.43,14.2,-0.226,1.467,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,,,12.28,14.19,-0.076,1.355,,,,,,,,,,,,,,,,,,6.11,8.58
2015-04-21,,,,,,12.12,14.13,-0.158,1.49,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,,,12.24,14.03,-0.276,1.571,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,,,12.18,13.98,-0.051,1.126,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,,12.25,13.88,-0.126,1.141,,,,,,,,,,,,,,,,,,,
2015-04-25,,,,,,13.18,13.88,-0.045,0.972,,,,,,,,,,,,,,,,,,,
2015-04-26,,,,,,18.54,14.75,-0.302,1.33,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,,,14.81,14.94,-0.302,1.336,,,,,,,,,,,,,,,,,,30.58,17.77
2015-04-28,,,,,,13.15,14.8,-0.154,1.483,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,,12.95,14.8,-0.144,1.766,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,13.27,15.05,-0.038,1.705,,,,,,,,,,,,,,,,,,,
2015-05-01,,,,,,12.69,14.91,0.017,1.717,,,,,,,,,,,,,,,,,,,
2015-05-02,,,,,,12.31,14.74,0.099,1.569,,,,,,,,,,,,,,,,,,,
2015-05-03,,,,,,12.72,14.65,-0.157,1.866,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,,13.5,14.59,0.192,1.087,,,,,,,,,,,,,,,,,,63.43,39.97
2015-05-05,,,,,,18.54,15.56,-0.353,1.676,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,,,15.53,15.71,-0.442,1.872,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,,,13.94,15.51,-0.435,1.771,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,,,13.7,15.29,-0.546,1.839,,,,,,,,,,,,,,,,,,,
2015-05-09,,,,,,14.78,15.31,-0.322,1.357,,,,,,,,,,,,,,,,,,,
2015-05-10,,,,,,13.91,15.25,-0.353,1.52,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,,,13.25,15.12,-0.155,1.456,,,,,,,,,,,,,,,,,,38.46,38.75
2015-05-12,,,,,,12.97,15.0,-0.232,1.658,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,,,12.96,14.9,-0.172,1.507,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,,,13.3,14.86,-0.278,1.691,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,,,16.9,15.13,0.116,0.816,,,,,,,,,,,,,,,,,,,
2015-05-16,,,,,,17.08,15.73,-0.35,1.377,,,,,,,,,,,,,,,,,,,
2015-05-17,,,,,,14.44,15.6,-0.433,1.642,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,,,13.41,15.38,-0.184,1.392,,,,,,,,,,,,,,,,,,64.58,48.92
2015-05-19,,,,,,13.32,15.17,-0.308,1.595,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,,,12.95,15.03,-0.129,1.39,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,,,12.63,14.78,0.078,1.184,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,,,13.08,14.58,-0.145,1.311,,,,,,,,,,,,,,,,,,,
2015-05-23,,,,,,14.54,14.79,-0.173,1.232,,,,,,,,,,,,,,,,,,,
2015-05-24,,,,,,13.93,14.88,-0.177,1.344,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,,,13.47,14.83,-0.308,1.695,,,,,,,,,,,,,,,,,,57.2,43.73
2015-05-26,,,,,,12.94,14.75,-0.171,1.718,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,,,12.57,14.6,0.198,1.331,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,,,11.93,14.43,0.117,1.36,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,,,11.59,14.23,0.23,1.274,,,,,,,,,,,,,,,,,,,
2015-05-30,,,,,,11.3,14.11,0.302,1.138,,,,,,,,,,,,,,,,,,,
2015-05-31,,,,,,11.45,14.02,0.388,1.014,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,11.81,13.96,0.27,1.185,,,,,,,,,,,,,,,,,,46.94,58.25
2015-06-02,,,,,,11.44,13.88,0.261,1.176,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,,,11.23,13.8,0.261,1.156,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,,,11.56,13.76,0.315,1.088,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,,,11.45,13.69,0.171,1.277,,,,,,,,,,,,,,,,,,,
2015-06-06,,,,,,11.75,13.62,-0.11,1.691,,,,,,,,,,,,,,,,,,,
2015-06-07,,,,,,10.74,13.44,0.294,1.088,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,,,10.68,13.38,0.376,0.961,,,,,,,,,,,,,,,,,,32.79,43.53
2015-06-09,,,,,,12.07,13.49,0.515,0.807,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,,,16.25,14.12,-0.023,1.77,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,,,15.15,14.66,-0.136,1.886,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,13.46,14.81,0.139,1.405,,,,,,,,,,,,,,,,,,,
2015-06-13,,,,,,12.47,14.6,0.347,1.071,,,,,,,,,,,,,,,,,,,
2015-06-14,,,,,,13.31,14.56,0.168,1.359,,,,,,,,,,,,,,,,,,,
2015-06-15,,,,,,12.03,14.39,0.432,0.917,,,,,,,,,,,,,,,,,,52.79,58.8
2015-06-16,,,,,,11.52,14.21,0.455,0.858,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,,,11.37,14.06,0.509,0.768,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,,,11.07,13.92,0.668,0.517,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,,,10.75,13.73,0.792,0.317,,,,,,,,,,,,,,,,,,,
2015-06-20,,,,,,10.55,13.49,0.869,0.193,,,,,,,,,,,,,,,,,,,
2015-06-21,,,,,,9.81,13.33,0.621,0.534,,,,,,,,,,,,,,,,,,,
2015-06-22,,,,,,9.75,13.19,0.543,0.645,,,,,,,,,,,,,,,,,,10.44,34.56
2015-06-23,,,,,,8.11,13.03,0.683,0.407,,,,,,,,,,,,,,,,,,,
2015-06-24,,,,,,8.21,13.01,0.813,0.219,,,,,,,,,,,,,,,,,,,
2015-06-25,,,,,,8.24,12.99,0.776,0.265,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,,,7.75,12.93,0.798,0.227,,,,,,,,,,,,,,,,,,,
2015-06-27,,,,,,7.31,12.88,0.663,0.405,,,,,,,,,,,,,,,,,,,
2015-06-28,,,,,,9.59,13.04,0.653,0.502,,,,,,,,,,,,,,,,,,,
2015-06-29,,,,,,11.58,13.2,0.568,0.675,,,,,,,,,,,,,,,,,,70.97,62.17
2015-06-30,,,,,,20.26,14.93,0.278,1.417,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,12.29,13.69,0.038,1.417,,,,,,,,,,,,,,,,,,,
2015-07-02,,,,,,11.6,13.45,0.167,1.221,,,,,,,,,,,,,,,,,,,
2015-07-03,,,,,,10.2,13.21,0.508,0.685,,,,,,,,,,,,,,,,,,,
2015-07-04,,,,,,12.07,13.34,0.23,1.164,,,,,,,,,,,,,,,,,,,
2015-07-05,,,,,,11.57,13.37,0.268,1.078,,,,,,,,,,,,,,,,,,,
2015-07-06,,,,,,22.31,15.13,0.024,1.82,,,,,,,,,,,,,,,,,,97.39,76.06
2015-07-07,,,,,,17.21,16.08,-0.079,1.766,,,,,,,,,,,,,,,,,,,
2015-07-08,,,,,,16.73,16.64,0.078,1.551,,,,,,,,,,,,,,,,,,,
2015-07-09,,,,,,14.15,16.06,0.01,1.539,,,,,,,,,,,,,,,,,,,
2015-07-10,,,,,,13.17,15.61,-0.129,1.682,,,,,,,,,,,,,,,,,,,
2015-07-11,,,,,,12.51,15.47,-0.059,1.531,,,,,,,,,,,,,,,,,,,
2015-07-12,,,,,,12.25,15.12,0.054,1.344,,,,,,,,,,,,,,,,,,,
2015-07-13,,,,,,11.15,14.66,0.17,1.154,,,,,,,,,,,,,,,,,,73.34,77.47
2015-07-14,,,,,,10.74,14.34,0.008,1.379,,,,,,,,,,,,,,,,,,,
2015-07-15,,,,,,10.78,14.1,-0.062,1.449,,,,,,,,,,,,,,,,,,,
2015-07-16,,,,,,10.16,13.71,0.0,1.332,,,,,,,,,,,,,,,,,,,
2015-07-17,,,,,,9.31,13.26,0.13,1.115,,,,,,,,,,,,,,,,,,,
2015-07-18,,,,,,13.07,13.4,0.153,1.248,,,,,,,,,,,,,,,,,,,
2015-07-19,,,,,,20.23,15.66,0.059,1.63,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,,,16.1,16.06,-0.66,2.476,,,,,,,,,,,,,,,,,,91.38,95.15
2015-07-21,,,,,,15.35,16.62,-0.587,2.349,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,,,13.79,16.1,-0.32,1.893,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,,,12.88,15.55,-0.289,1.797,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,,,11.26,14.61,-0.256,1.696,,,,,,,,,,,,,,,,,,,
2015-07-25,,,,,,9.94,13.96,0.125,1.105,,,,,,,,,,,,,,,,,,,
2015-07-26,,,,,,9.71,13.66,0.272,0.915,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,,,8.87,13.37,0.089,1.159,,,,,,,,,,,,,,,,,,76.1,82.28
2015-07-28,,,,,,9.06,13.19,0.375,0.747,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,,,7.05,12.89,0.404,0.684,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,,,6.16,12.8,0.379,0.758,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,,,6.57,12.82,-0.04,1.38,,,,,,,,,,,,,,,,,,,
2015-08-01,,,,,,6.82,12.82,0.29,0.894,,,,,,,,,,,,,,,,,,,
2015-08-02,,,,,,9.45,12.98,0.074,1.25,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,,,9.47,13.0,0.096,1.189,,,,,,,,,,,,,,,,,,59.61,49.52
2015-08-04,,,,,,7.73,12.87,0.403,0.693,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,,,6.34,12.78,0.519,0.484,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,,,4.26,12.66,0.448,0.537,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,,,12.4,13.15,0.153,1.187,,,,,,,,,,,,,,,,,,,
2015-08-08,,,,,,13.1,13.25,-0.134,1.568,,,,,,,,,,,,,,,,,,,
2015-08-09,,,,,,10.03,13.06,0.227,0.944,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,,,9.15,12.94,0.219,0.973,,,,,,,,,,,,,,,,,,57.24,51.23
2015-08-11,,,,,,13.84,13.33,0.425,0.832,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,,,18.74,15.55,-0.127,1.752,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,,,15.63,15.51,-0.081,1.546,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,,,14.48,15.45,0.122,1.207,,,,,,,,,,,,,,,,,,,
2015-08-15,,,,,,14.08,15.19,0.012,1.357,,,,,,,,,,,,,,,,,,,
2015-08-16,,,,,,12.08,14.72,0.212,1.012,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,,,11.17,14.3,0.175,1.03,,,,,,,,,,,,,,,,,,63.99,70.3
2015-08-18,,,,,,10.72,14.14,0.026,1.178,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,,,10.89,13.89,0.32,0.773,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,,,11.0,13.64,-0.106,1.367,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,,,11.03,13.52,-0.181,1.487,,,,,,,,,,,,,,,,,,,
2015-08-22,,,,,,10.03,13.32,-0.034,1.239,,,,,,,,,,,,,,,,,,,
2015-08-23,,,,,,8.53,13.03,0.089,1.004,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,,9.39,13.06,0.28,0.779,,,,,,,,,,,,,,,,,,70.25,56.49
2015-08-25,,,,,,9.76,13.06,0.37,0.677,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,,9.77,13.0,0.053,1.223,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,,14.4,13.39,-0.159,1.625,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,,13.78,13.66,-0.136,1.528,,,,,,,,,,,,,,,,,,,
2015-08-29,,,,,,11.19,13.47,0.093,1.124,,,,,,,,,,,,,,,,,,,
2015-08-30,,,,,,11.22,13.34,-0.035,1.314,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,,12.45,13.37,-0.166,1.539,,,,,,,,,,,,,,,,,,62.58,53.04
2015-09-01,,,,,,12.42,13.43,-0.222,1.609,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,,9.97,13.11,-0.049,1.288,,,,,,,,,,,,,,,,,,,
2015-09-03,,,,,,7.86,12.9,-0.176,1.387,,,,,,,,,,,,,,,,,,,
2015-09-04,,,,,,6.24,12.79,-0.092,1.229,,,,,,,,,,,,,,,,,,,
2015-09-05,,,,,,4.02,12.64,-0.027,1.056,,,,,,,,,,,,,,,,,,,
2015-09-06,,,,,,10.16,13.0,-0.015,1.265,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,,14.18,13.44,0.045,1.274,,,,,,,,,,,,,,,,,,73.6,53.42
2015-09-08,,,,,,17.01,13.9,-0.437,2.032,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,,13.64,13.95,-0.057,1.39,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,,12.7,13.87,-0.503,1.993,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,,13.6,14.08,-0.421,1.901,,,,,,,,,,,,,,,,,,,
2015-09-12,,,,,,12.15,13.92,-0.229,1.558,,,,,,,,,,,,,,,,,,,
2015-09-13,,,,,,14.59,13.96,-0.206,1.619,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,,14.99,14.07,-0.668,2.307,,,,,,,,,,,,,,,,,,58.0,41.29
2015-09-15,,,,,,14.91,13.95,-0.775,2.452,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,,13.83,14.05,-0.635,2.204,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,,12.81,13.93,-0.498,1.968,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,,12.12,13.78,-0.317,1.686,,,,,,,,,,,,,,,,,,,
2015-09-19,,,,,,10.84,13.56,-0.203,1.487,,,,,,,,,,,,,,,,,,,
2015-09-20,,,,,,10.66,13.36,-0.178,1.444,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,10.09,13.15,0.355,0.666,,,,,,,,,,,,,,,,,,28.31,30.02
2015-09-22,,,,,,13.58,13.37,0.205,1.01,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,19.38,14.72,-0.5,2.2,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,14.56,15.13,-0.198,1.609,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,12.52,14.72,-0.181,1.51,,,,,,,,,,,,,,,,,,,
2015-09-26,,,,,,12.12,14.39,-0.153,1.449,,,,,,,,,,,,,,,,,,,
2015-09-27,,,,,,11.2,13.95,-0.247,1.551,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,11.06,13.71,0.012,1.175,,,,,,,,,,,,,,,,,,23.26,24.69
2015-09-29,,,,,,10.94,13.48,-0.04,1.24,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,10.7,13.34,0.052,1.098,,,,,,,,,,,,,,,,,,,
2015-10-01,,,,,,10.1,13.16,0.025,1.123,,,,,,,,,,,,,,,,,,,
2015-10-02,,,,,,9.77,13.06,0.026,1.136,,,,,,,,,,,,,,,,,,,
2015-10-03,,,,,,9.01,12.98,0.017,1.09,,,,,,,,,,,,,,,,,,,
2015-10-04,,,,,,8.77,12.91,0.076,0.899,,,,,,,,,,,,,,,,,,,
2015-10-05,,,,,,12.19,13.14,0.185,0.75,,,,,,,,,,,,,,,,,,29.2,23.53
2015-10-06,,,,,,16.47,13.66,0.056,0.805,,,,,,,,,,,,,,,,,,,
2015-10-07,,,,,,17.01,14.72,-0.396,1.389,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,13.72,14.5,-0.244,1.322,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,13.05,14.33,-0.155,1.297,,,,,,,,,,,,,,,,,,,
2015-10-10,,,,,,12.7,14.14,-0.172,1.451,,,,,,,,,,,,,,,,,,,
2015-10-11,,,,,,12.12,13.93,-0.123,1.392,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,11.69,13.68,0.046,1.14,,,,,,,,,,,,,,,,,,36.27,37.92
2015-10-13,,,,,,11.03,13.46,0.022,1.154,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,10.86,13.33,0.087,1.061,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,10.8,13.25,0.182,0.931,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,12.14,13.36,0.403,0.65,,,,,,,,,,,,,,,,,,,
2015-10-17,,,,,,24.58,15.68,0.276,0.988,,,,,,,,,,,,,,,,,,,
2015-10-18,,,,,,24.38,22.7,-0.12,1.214,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,23.33,21.69,-0.369,1.627,,,,,,,,,,,,,,,,,,84.35,85.3
2015-10-20,,,,,,24.47,21.44,0.007,1.014,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,24.55,21.1,0.011,0.85,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,22.79,20.94,-0.32,1.297,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,21.42,20.45,-0.332,1.313,,,,,,,,,,,,,,,,,,,
2015-10-24,,,,,,20.42,19.72,-0.259,1.18,,,,,,,,,,,,,,,,,,,
2015-10-25,,,,,,19.82,19.24,0.026,0.812,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,20.05,19.13,-0.25,1.277,,,,,,,,,,,,,,,,,,89.31,91.22
2015-10-27,,,,,,18.9,18.61,-0.161,1.119,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,18.73,18.22,0.121,0.718,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,18.82,17.95,0.068,0.684,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,19.73,18.17,-0.33,1.154,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,,,19.17,18.47,-0.247,0.97,,,,,,,,,,,,,,,,,,,
2015-11-01,,,,,,18.73,18.31,-0.273,1.151,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,18.43,18.2,-0.283,1.162,,,,,,,,,,,,,,,,,,74.37,75.61
2015-11-03,,,,,,18.78,18.11,-0.175,0.962,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,21.61,18.46,0.012,0.508,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,21.09,18.75,-0.098,0.55,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,19.69,18.65,-0.147,0.617,,,,,,,,,,,,,,,,,,,
2015-11-07,,,,,,19.2,18.51,-0.146,0.622,,,,,,,,,,,,,,,,,,,
2015-11-08,,,,,,18.97,18.37,-0.284,0.884,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,19.01,18.28,-0.189,0.798,,,,,,,,,,,,,,,,,,80.15,80.98
2015-11-10,,,,,,18.83,18.19,-0.169,0.699,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,18.85,18.14,-0.149,0.543,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,18.56,18.07,-0.148,0.551,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,18.57,18.03,-0.111,0.545,,,,,,,,,,,,,,,,,,,
2015-11-14,,,,,,18.16,17.86,-0.251,0.797,,,,,,,,,,,,,,,,,,,
2015-11-15,,,,,,18.05,17.79,-0.11,0.597,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,18.93,17.85,0.006,0.414,,,,,,,,,,,,,,,,,,92.44,76.39
2015-11-17,,,,,,18.39,17.85,-0.072,0.384,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,18.14,17.79,-0.088,0.459,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,17.97,17.74,-0.133,0.617,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,17.82,17.69,-0.101,0.688,,,,,,,,,,,,,,,,,,,
2015-11-21,,,,,,17.68,17.63,-0.004,0.511,,,,,,,,,,,,,,,,,,,
2015-11-22,,,,,,17.63,17.6,-0.121,0.592,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,17.6,17.57,-0.157,0.694,,,,,,,,,,,,,,,,,,69.72,68.87
2015-11-24,,,,,,17.42,17.49,-0.119,0.657,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,17.1,17.4,-0.084,0.617,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,17.17,17.31,-0.082,0.462,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,17.29,17.31,0.041,0.216,,,,,,,,,,,,,,,,,,,
2015-11-28,,,,,,17.36,17.32,-0.007,0.262,,,,,,,,,,,,,,,,,,,
2015-11-29,,,,,,17.3,17.31,0.038,0.197,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,17.24,17.3,0.005,0.221,,,,,,,,,,,,,,,,,,66.07,63.27
2015-12-01,,,,,,17.18,17.28,-0.022,0.261,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,17.11,17.26,-0.079,0.378,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,17.07,17.24,-0.241,0.692,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,17.04,17.22,0.05,0.298,,,,,,,,,,,,,,,,,,,
2015-12-05,,,,,,17.08,17.21,-0.043,0.395,,,,,,,,,,,,,,,,,,,
2015-12-06,,,,,,17.02,17.19,-0.047,0.398,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,16.99,17.18,-0.099,0.506,,,,,,,,,,,,,,,,,,27.92,28.59
2015-12-08,,,,,,16.82,17.16,-0.109,0.606,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,16.75,17.12,-0.12,0.696,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,16.76,17.09,-0.063,0.584,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,16.67,17.06,0.063,0.4,,,,,,,,,,,,,,,,,,,
2015-12-12,,,,,,17.56,17.14,-0.021,0.423,,,,,,,,,,,,,,,,,,,
2015-12-13,,,,,,17.37,17.2,0.105,0.134,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,17.35,17.21,0.068,0.167,,,,,,,,,,,,,,,,,,49.6,28.38
2015-12-15,,,,,,17.43,17.23,0.093,0.083,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,17.55,17.25,0.067,0.118,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,17.69,17.3,0.022,0.184,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,17.72,17.33,-0.108,0.37,,,,,,,,,,,,,,,,,,,
2015-12-19,,,,,,17.72,17.35,-0.112,0.385,,,,,,,,,,,,,,,,,,,
2015-12-20,,,,,,17.66,17.34,-0.131,0.44,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,17.61,17.35,-0.02,0.298,,,,,,,,,,,,,,,,,,34.77,31.61
2015-12-22,,,,,,17.62,17.34,0.055,0.192,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,18.01,17.39,-0.163,0.622,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,17.56,17.37,-0.087,0.468,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,17.37,17.33,-0.014,0.295,,,,,,,,,,,,,,,,,,,
2015-12-26,,,,,,17.22,17.28,-0.005,0.233,,,,,,,,,,,,,,,,,,,
2015-12-27,,,,,,17.13,17.24,0.023,0.188,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,17.15,17.22,-0.029,0.262,,,,,,,,,,,,,,,,,,31.09,28.87
2015-12-29,,,,,,17.16,17.2,0.038,0.167,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,17.18,17.19,0.087,0.099,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,17.11,17.18,0.056,0.143,,,,,,,,,,,,,,,,,,,
2016-01-01,,,,,,17.07,17.16,0.09,0.095,,,,,,,,,,,,,,,,,,,
2016-01-02,,,,,,17.06,17.15,-0.123,0.4,,,,,,,,,,,,,,,,,,,
2016-01-03,,,,,,17.01,17.13,-0.115,0.398,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,17.52,17.15,0.02,0.251,,,,,,,,,,,,,,,,,,17.22,8.48
