Filename: daily-smap-ORNL-DAAC-XXXXXX
Data_Set_Name: Daily soil moisture and ancillary datasets
Location: 35.0457, -112.7184
Citation: ORNL DAAC. 2017. Soil Moisture Visualizer. ORNL DAAC, Oak Ridge, Tennessee, USA. http://dx.doi.org/10.3334/ORNLDAAC/1366


time,SoilSCAPE_surface,SoilSCAPE_rootzone,AirMOSS_L2_3_surface,AirMOSS_L2_3_rootzone,AirMOSS_L4_rootzone,SMAP_surface,SMAP_rootzone,NEE_mean,GPP_mean,prcp,tmax,tmin,ET,LST_Day,LST_Night,EVI,AirMOSS_in-ground_surface,AirMOSS_in-ground_rootzone,COSMOS_surface,COSMOS_rootzone,CRN_surface,CRN_rootzone,SCAN_surface,SCAN_rootzone,SNOTEL_surface,SNOTEL_rootzone,GRACE_surface_pctl,GRACE_rootzone_pctl
2017-05-17,,,,,,13.24,15.29,-0.585,1.841,,,,,,,,,,,,,,,,,,,
2017-05-18,,,,,,13.83,15.25,-0.233,1.307,,,,,,,,,,,,,,,,,,,
2017-05-19,,,,,,14.04,15.3,-0.291,1.346,,,,,,,,,,,,,,,,,,,
2017-05-20,,,,,,13.42,15.23,-0.318,1.599,,,,,,,,,,,,,,,,,,,
2017-05-21,,,,,,12.59,15.08,-0.192,1.667,,,,,,,,,,,,,,,,,,,
2017-05-22,,,,,,12.52,14.99,-0.067,1.603,,,,,,,,,,,,,,,,,,,
2017-05-23,,,,,,12.29,14.89,0.058,1.409,,,,,,,,,,,,,,,,,,,
2017-05-24,,,,,,12.36,14.83,0.12,1.324,,,,,,,,,,,,,,,,,,,
2017-05-25,,,,,,12.17,14.76,0.264,1.102,,,,,,,,,,,,,,,,,,,
2017-05-26,,,,,,12.25,14.71,0.115,1.312,,,,,,,,,,,,,,,,,,,
2017-05-27,,,,,,11.96,14.63,0.121,1.284,,,,,,,,,,,,,,,,,,,
2017-05-28,,,,,,12.1,14.57,0.228,1.135,,,,,,,,,,,,,,,,,,,
2017-05-29,,,,,,12.09,14.51,0.284,1.052,,,,,,,,,,,,,,,,,,,
2017-05-30,,,,,,11.97,14.46,0.291,1.03,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,,,12.28,14.44,0.12,1.279,,,,,,,,,,,,,,,,,,,
2017-06-01,,,,,,12.2,14.39,0.164,1.211,,,,,,,,,,,,,,,,,,,
2017-06-02,,,,,,11.75,14.31,0.221,1.107,,,,,,,,,,,,,,,,,,,
2017-06-03,,,,,,11.47,14.21,0.388,0.849,,,,,,,,,,,,,,,,,,,
2017-06-04,,,,,,11.6,14.22,0.396,0.847,,,,,,,,,,,,,,,,,,,
2017-06-05,,,,,,11.47,14.17,0.348,0.902,,,,,,,,,,,,,,,,,,,
2017-06-06,,,,,,11.61,14.15,0.403,0.826,,,,,,,,,,,,,,,,,,,
2017-06-07,,,,,,11.48,14.09,0.388,0.834,,,,,,,,,,,,,,,,,,,
2017-06-08,,,,,,11.49,14.05,0.344,0.898,,,,,,,,,,,,,,,,,,,
2017-06-09,,,,,,11.66,14.02,0.332,0.923,,,,,,,,,,,,,,,,,,,
2017-06-10,,,,,,11.32,13.97,0.375,0.839,,,,,,,,,,,,,,,,,,,
2017-06-11,,,,,,11.46,13.94,0.202,1.076,,,,,,,,,,,,,,,,,,,
2017-06-12,,,,,,11.2,13.79,0.301,0.903,,,,,,,,,,,,,,,,,,,
2017-06-13,,,,,,10.95,13.7,0.364,0.759,,,,,,,,,,,,,,,,,,,
2017-06-14,,,,,,10.77,13.57,0.482,0.64,,,,,,,,,,,,,,,,,,,
2017-06-15,,,,,,10.54,13.51,0.56,0.499,,,,,,,,,,,,,,,,,,,
2017-06-16,,,,,,10.15,13.42,0.604,0.396,,,,,,,,,,,,,,,,,,,
2017-06-17,,,,,,10.3,13.38,0.707,0.275,,,,,,,,,,,,,,,,,,,
2017-06-18,,,,,,9.92,13.33,0.747,0.192,,,,,,,,,,,,,,,,,,,
2017-06-19,,,,,,10.6,13.36,0.817,0.129,,,,,,,,,,,,,,,,,,,
2017-06-20,,,,,,10.28,13.32,0.902,0.003,,,,,,,,,,,,,,,,,,,
2017-06-21,,,,,,9.85,13.26,0.879,0.001,,,,,,,,,,,,,,,,,,,
2017-06-22,,,,,,10.27,13.29,0.881,0.003,,,,,,,,,,,,,,,,,,,
2017-06-23,,,,,,9.92,13.23,0.875,0.005,,,,,,,,,,,,,,,,,,,
2017-06-24,,,,,,9.41,13.16,0.855,0.017,,,,,,,,,,,,,,,,,,,
2017-06-25,,,,,,9.47,13.13,0.877,0.003,,,,,,,,,,,,,,,,,,,
2017-06-26,,,,,,9.26,13.11,0.778,0.125,,,,,,,,,,,,,,,,,,,
2017-06-27,,,,,,9.07,13.06,0.679,0.27,,,,,,,,,,,,,,,,,,,
2017-06-28,,,,,,8.06,12.95,0.626,0.256,,,,,,,,,,,,,,,,,,,
2017-06-29,,,,,,7.41,12.9,0.618,0.253,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,5.93,12.79,0.636,0.196,,,,,,,,,,,,,,,,,,,
2017-07-01,,,,,,6.07,12.8,0.7,0.108,,,,,,,,,,,,,,,,,,,
2017-07-02,,,,,,5.59,12.77,0.616,0.205,,,,,,,,,,,,,,,,,,,
2017-07-03,,,,,,5.66,12.77,0.583,0.247,,,,,,,,,,,,,,,,,,,
2017-07-04,,,,,,6.33,12.8,0.636,0.195,,,,,,,,,,,,,,,,,,,
2017-07-05,,,,,,6.04,12.79,0.725,0.043,,,,,,,,,,,,,,,,,,,
2017-07-06,,,,,,5.36,12.75,0.759,0.001,,,,,,,,,,,,,,,,,,,
2017-07-07,,,,,,4.96,12.72,0.689,0.104,,,,,,,,,,,,,,,,,,,
2017-07-08,,,,,,10.61,13.03,0.571,0.527,,,,,,,,,,,,,,,,,,,
2017-07-09,,,,,,14.49,13.68,0.382,0.95,,,,,,,,,,,,,,,,,,,
2017-07-10,,,,,,13.78,13.81,0.383,0.921,,,,,,,,,,,,,,,,,,,
2017-07-11,,,,,,16.0,14.64,0.275,1.138,,,,,,,,,,,,,,,,,,,
2017-07-12,,,,,,18.2,15.05,0.13,1.432,,,,,,,,,,,,,,,,,,,
2017-07-13,,,,,,20.29,15.99,0.284,1.293,,,,,,,,,,,,,,,,,,,
2017-07-14,,,,,,16.0,15.95,0.348,1.018,,,,,,,,,,,,,,,,,,,
2017-07-15,,,,,,12.85,15.4,0.412,0.793,,,,,,,,,,,,,,,,,,,
2017-07-16,,,,,,14.43,15.1,-0.089,1.572,,,,,,,,,,,,,,,,,,,
2017-07-17,,,,,,15.44,15.18,-0.178,1.736,,,,,,,,,,,,,,,,,,,
2017-07-18,,,,,,18.09,15.55,-0.085,1.706,,,,,,,,,,,,,,,,,,,
2017-07-19,,,,,,20.0,16.85,-0.453,2.305,,,,,,,,,,,,,,,,,,,
2017-07-20,,,,,,18.12,17.0,-0.841,2.778,,,,,,,,,,,,,,,,,,,
2017-07-21,,,,,,18.49,17.64,-0.376,2.123,,,,,,,,,,,,,,,,,,,
2017-07-22,,,,,,19.15,17.88,-0.442,2.238,,,,,,,,,,,,,,,,,,,
2017-07-23,,,,,,17.9,17.56,-0.548,2.334,,,,,,,,,,,,,,,,,,,
2017-07-24,,,,,,18.35,17.54,-0.043,1.624,,,,,,,,,,,,,,,,,,,
2017-07-25,,,,,,18.27,17.37,-0.943,2.904,,,,,,,,,,,,,,,,,,,
2017-07-26,,,,,,16.75,17.13,-0.557,2.286,,,,,,,,,,,,,,,,,,,
2017-07-27,,,,,,16.1,16.93,-0.457,2.114,,,,,,,,,,,,,,,,,,,
2017-07-28,,,,,,17.47,16.93,-0.293,1.929,,,,,,,,,,,,,,,,,,,
2017-07-29,,,,,,18.85,17.23,-0.502,2.278,,,,,,,,,,,,,,,,,,,
2017-07-30,,,,,,20.88,17.58,-0.611,2.508,,,,,,,,,,,,,,,,,,,
2017-07-31,,,,,,18.73,17.75,-0.782,2.663,,,,,,,,,,,,,,,,,,,
2017-08-01,,,,,,19.44,17.82,-1.062,3.087,,,,,,,,,,,,,,,,,,,
2017-08-02,,,,,,20.82,18.34,-1.195,3.325,,,,,,,,,,,,,,,,,,,
2017-08-03,,,,,,18.4,18.0,-1.445,3.584,,,,,,,,,,,,,,,,,,,
2017-08-04,,,,,,22.51,18.73,-1.328,3.57,,,,,,,,,,,,,,,,,,,
2017-08-05,,,,,,21.09,18.62,-1.959,4.41,,,,,,,,,,,,,,,,,,,
2017-08-06,,,,,,18.04,18.12,-2.006,4.356,,,,,,,,,,,,,,,,,,,
2017-08-07,,,,,,14.85,17.04,-1.602,3.653,,,,,,,,,,,,,,,,,,,
2017-08-08,,,,,,14.53,16.57,-1.228,3.102,,,,,,,,,,,,,,,,,,,
2017-08-09,,,,,,13.21,15.93,-0.947,2.648,,,,,,,,,,,,,,,,,,,
2017-08-10,,,,,,12.71,15.6,-0.985,2.681,,,,,,,,,,,,,,,,,,,
2017-08-11,,,,,,15.5,15.6,-0.832,2.566,,,,,,,,,,,,,,,,,,,
2017-08-12,,,,,,14.58,15.71,-0.9,2.624,,,,,,,,,,,,,,,,,,,
2017-08-13,,,,,,17.04,16.18,-1.362,3.376,,,,,,,,,,,,,,,,,,,
2017-08-14,,,,,,15.94,16.69,-1.71,3.829,,,,,,,,,,,,,,,,,,,
2017-08-15,,,,,,14.43,16.52,-0.786,2.447,,,,,,,,,,,,,,,,,,,
2017-08-16,,,,,,13.87,16.23,-1.282,3.134,,,,,,,,,,,,,,,,,,,
2017-08-17,,,,,,13.1,15.8,-1.195,2.978,,,,,,,,,,,,,,,,,,,
2017-08-18,,,,,,13.08,15.55,-0.801,2.412,,,,,,,,,,,,,,,,,,,
2017-08-19,,,,,,11.94,15.15,-0.763,2.312,,,,,,,,,,,,,,,,,,,
2017-08-20,,,,,,11.11,14.83,-0.693,2.179,,,,,,,,,,,,,,,,,,,
2017-08-21,,,,,,13.07,14.93,-1.135,2.885,,,,,,,,,,,,,,,,,,,
2017-08-22,,,,,,13.73,15.11,-0.937,2.624,,,,,,,,,,,,,,,,,,,
2017-08-23,,,,,,11.46,14.6,-0.661,2.143,,,,,,,,,,,,,,,,,,,
2017-08-24,,,,,,13.91,14.69,-1.197,2.997,,,,,,,,,,,,,,,,,,,
2017-08-25,,,,,,13.18,14.69,-1.053,2.763,,,,,,,,,,,,,,,,,,,
2017-08-26,,,,,,11.9,14.48,-0.678,2.178,,,,,,,,,,,,,,,,,,,
2017-08-27,,,,,,11.0,14.1,-0.54,1.945,,,,,,,,,,,,,,,,,,,
2017-08-28,,,,,,11.04,13.88,-0.638,2.085,,,,,,,,,,,,,,,,,,,
2017-08-29,,,,,,11.92,13.93,-0.582,2.036,,,,,,,,,,,,,,,,,,,
2017-08-30,,,,,,14.02,14.26,-0.542,2.054,,,,,,,,,,,,,,,,,,,
2017-08-31,,,,,,14.14,14.36,-0.511,2.012,,,,,,,,,,,,,,,,,,,
2017-09-01,,,,,,12.51,14.35,-0.764,2.312,,,,,,,,,,,,,,,,,,,
2017-09-02,,,,,,12.46,14.35,-0.592,2.062,,,,,,,,,,,,,,,,,,,
2017-09-03,,,,,,12.08,14.26,-0.658,2.142,,,,,,,,,,,,,,,,,,,
2017-09-04,,,,,,11.54,14.1,-0.484,1.872,,,,,,,,,,,,,,,,,,,
2017-09-05,,,,,,13.31,14.12,-0.532,2.003,,,,,,,,,,,,,,,,,,,
2017-09-06,,,,,,17.36,14.98,-1.084,2.937,,,,,,,,,,,,,,,,,,,
2017-09-07,,,,,,14.68,15.07,-0.824,2.466,,,,,,,,,,,,,,,,,,,
2017-09-08,,,,,,14.87,15.19,-0.871,2.538,,,,,,,,,,,,,,,,,,,
2017-09-09,,,,,,17.17,15.7,-0.963,2.748,,,,,,,,,,,,,,,,,,,
2017-09-10,,,,,,18.08,16.94,-1.914,4.14,,,,,,,,,,,,,,,,,,,
2017-09-11,,,,,,16.02,16.7,-1.528,3.51,,,,,,,,,,,,,,,,,,,
2017-09-12,,,,,,15.11,16.51,-1.008,2.731,,,,,,,,,,,,,,,,,,,
2017-09-13,,,,,,14.76,16.28,-0.972,2.664,,,,,,,,,,,,,,,,,,,
2017-09-14,,,,,,15.54,16.17,-1.202,3.019,,,,,,,,,,,,,,,,,,,
2017-09-15,,,,,,14.25,15.91,-1.03,2.69,,,,,,,,,,,,,,,,,,,
2017-09-16,,,,,,13.11,15.46,-0.984,2.617,,,,,,,,,,,,,,,,,,,
2017-09-17,,,,,,12.69,15.22,-1.014,2.644,,,,,,,,,,,,,,,,,,,
2017-09-18,,,,,,12.01,14.86,-0.845,2.377,,,,,,,,,,,,,,,,,,,
2017-09-19,,,,,,11.64,14.67,-0.659,2.053,,,,,,,,,,,,,,,,,,,
2017-09-20,,,,,,10.84,14.28,-0.6,1.937,,,,,,,,,,,,,,,,,,,
2017-09-21,,,,,,10.94,13.99,-0.611,1.952,,,,,,,,,,,,,,,,,,,
2017-09-22,,,,,,10.92,13.89,-0.577,1.793,,,,,,,,,,,,,,,,,,,
2017-09-23,,,,,,9.95,13.59,-0.537,1.519,,,,,,,,,,,,,,,,,,,
2017-09-24,,,,,,9.53,13.4,-0.308,1.139,,,,,,,,,,,,,,,,,,,
2017-09-25,,,,,,10.23,13.38,-0.133,0.913,,,,,,,,,,,,,,,,,,,
2017-09-26,,,,,,10.3,13.34,-0.093,0.897,,,,,,,,,,,,,,,,,,,
2017-09-27,,,,,,10.37,13.3,-0.215,1.189,,,,,,,,,,,,,,,,,,,
2017-09-28,,,,,,9.49,13.13,-0.177,1.175,,,,,,,,,,,,,,,,,,,
2017-09-29,,,,,,10.37,13.24,-0.245,1.35,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,9.66,13.21,0.006,1.01,,,,,,,,,,,,,,,,,,,
2017-10-01,,,,,,9.65,13.14,0.058,0.881,,,,,,,,,,,,,,,,,,,
2017-10-02,,,,,,9.12,13.06,0.06,0.843,,,,,,,,,,,,,,,,,,,
2017-10-03,,,,,,8.97,13.04,0.014,0.771,,,,,,,,,,,,,,,,,,,
2017-10-04,,,,,,8.93,13.01,0.066,0.772,,,,,,,,,,,,,,,,,,,
2017-10-05,,,,,,9.07,13.03,0.101,0.779,,,,,,,,,,,,,,,,,,,
2017-10-06,,,,,,8.77,13.0,0.152,0.648,,,,,,,,,,,,,,,,,,,
2017-10-07,,,,,,9.22,13.02,0.147,0.63,,,,,,,,,,,,,,,,,,,
2017-10-08,,,,,,8.9,13.0,0.161,0.648,,,,,,,,,,,,,,,,,,,
2017-10-09,,,,,,8.98,12.98,0.119,0.538,,,,,,,,,,,,,,,,,,,
2017-10-10,,,,,,8.12,12.93,0.079,0.44,,,,,,,,,,,,,,,,,,,
2017-10-11,,,,,,8.6,12.96,0.037,0.672,,,,,,,,,,,,,,,,,,,
2017-10-12,,,,,,9.81,13.05,0.083,0.68,,,,,,,,,,,,,,,,,,,
2017-10-13,,,,,,9.1,13.01,0.042,0.707,,,,,,,,,,,,,,,,,,,
2017-10-14,,,,,,8.25,12.92,0.121,0.596,,,,,,,,,,,,,,,,,,,
2017-10-15,,,,,,8.63,12.94,0.18,0.456,,,,,,,,,,,,,,,,,,,
2017-10-16,,,,,,8.17,12.92,0.217,0.495,,,,,,,,,,,,,,,,,,,
2017-10-17,,,,,,9.4,13.02,0.245,0.593,,,,,,,,,,,,,,,,,,,
2017-10-18,,,,,,9.64,13.05,0.35,0.467,,,,,,,,,,,,,,,,,,,
2017-10-19,,,,,,9.43,13.04,0.24,0.585,,,,,,,,,,,,,,,,,,,
2017-10-20,,,,,,10.13,13.09,0.153,0.647,,,,,,,,,,,,,,,,,,,
2017-10-21,,,,,,10.26,13.09,0.147,0.533,,,,,,,,,,,,,,,,,,,
2017-10-22,,,,,,9.75,13.06,0.165,0.491,,,,,,,,,,,,,,,,,,,
2017-10-23,,,,,,10.06,13.06,0.25,0.491,,,,,,,,,,,,,,,,,,,
